country_code,region,year,value,indicator_code,indicator_name
LCA,Americas,2012,6.4,MDG_0000000020,Tuberculosis Incidence
ZAF,Africa,2007,1270.0,MDG_0000000020,Tuberculosis Incidence
PER,Americas,2004,240.0,MDG_0000000020,Tuberculosis Incidence
GEO,Europe,2014,128.0,MDG_0000000020,Tuberculosis Incidence
HRV,Europe,2018,11.0,MDG_0000000020,Tuberculosis Incidence
KHM,Western Pacific,2016,326.0,MDG_0000000020,Tuberculosis Incidence
HRV,Europe,2001,47.0,MDG_0000000020,Tuberculosis Incidence
LBN,Eastern Mediterranean,2011,15.0,MDG_0000000020,Tuberculosis Incidence
PER,Americas,2001,327.0,MDG_0000000020,Tuberculosis Incidence
FSM,Western Pacific,2013,312.0,MDG_0000000020,Tuberculosis Incidence
GEO,Europe,2003,211.0,MDG_0000000020,Tuberculosis Incidence
IND,South-East Asia,2020,197.0,MDG_0000000020,Tuberculosis Incidence
SSD,Africa,2014,391.0,MDG_0000000020,Tuberculosis Incidence
SYR,Eastern Mediterranean,2000,79.0,MDG_0000000020,Tuberculosis Incidence
CRI,Americas,2015,12.0,MDG_0000000020,Tuberculosis Incidence
BFA,Africa,2000,93.0,MDG_0000000020,Tuberculosis Incidence
GRC,Europe,2013,6.0,MDG_0000000020,Tuberculosis Incidence
DOM,Americas,2021,47.0,MDG_0000000020,Tuberculosis Incidence
PER,Americas,2023,149.0,MDG_0000000020,Tuberculosis Incidence
LCA,Americas,2009,5.9,MDG_0000000020,Tuberculosis Incidence
COG,Africa,2024,302.0,MDG_0000000020,Tuberculosis Incidence
COM,Africa,2010,44.0,MDG_0000000020,Tuberculosis Incidence
NLD,Europe,2002,9.6,MDG_0000000020,Tuberculosis Incidence
TUV,Western Pacific,2013,164.0,MDG_0000000020,Tuberculosis Incidence
MOZ,Africa,2019,361.0,MDG_0000000020,Tuberculosis Incidence
TUR,Europe,2024,13.0,MDG_0000000020,Tuberculosis Incidence
IRL,Europe,2001,14.0,MDG_0000000020,Tuberculosis Incidence
EGY,Eastern Mediterranean,2014,13.0,MDG_0000000020,Tuberculosis Incidence
MUS,Africa,2011,16.0,MDG_0000000020,Tuberculosis Incidence
KNA,Americas,2021,0.0,MDG_0000000020,Tuberculosis Incidence
CPV,Africa,2001,168.0,MDG_0000000020,Tuberculosis Incidence
CZE,Europe,2001,17.0,MDG_0000000020,Tuberculosis Incidence
MRT,Africa,2019,89.0,MDG_0000000020,Tuberculosis Incidence
KOR,Western Pacific,2024,35.0,MDG_0000000020,Tuberculosis Incidence
UZB,Europe,2008,127.0,MDG_0000000020,Tuberculosis Incidence
BOL,Americas,2001,382.0,MDG_0000000020,Tuberculosis Incidence
OMN,Eastern Mediterranean,2002,22.0,MDG_0000000020,Tuberculosis Incidence
TLS,South-East Asia,2013,530.0,MDG_0000000020,Tuberculosis Incidence
MYS,Western Pacific,2005,102.0,MDG_0000000020,Tuberculosis Incidence
AGO,Africa,2024,373.0,MDG_0000000020,Tuberculosis Incidence
PNG,Western Pacific,2006,628.0,MDG_0000000020,Tuberculosis Incidence
TKM,Europe,2010,91.0,MDG_0000000020,Tuberculosis Incidence
JOR,Eastern Mediterranean,2007,7.4,MDG_0000000020,Tuberculosis Incidence
TTO,Americas,2005,20.0,MDG_0000000020,Tuberculosis Incidence
ALB,Europe,2015,16.0,MDG_0000000020,Tuberculosis Incidence
KGZ,Europe,2011,191.0,MDG_0000000020,Tuberculosis Incidence
ZWE,Africa,2006,561.0,MDG_0000000020,Tuberculosis Incidence
CAF,Africa,2000,681.0,MDG_0000000020,Tuberculosis Incidence
USA,Americas,2002,6.8,MDG_0000000020,Tuberculosis Incidence
MHL,Western Pacific,2014,509.0,MDG_0000000020,Tuberculosis Incidence
KEN,Africa,2000,451.0,MDG_0000000020,Tuberculosis Incidence
JOR,Eastern Mediterranean,2000,9.5,MDG_0000000020,Tuberculosis Incidence
BRA,Americas,2012,42.0,MDG_0000000020,Tuberculosis Incidence
URY,Americas,2013,34.0,MDG_0000000020,Tuberculosis Incidence
SAU,Eastern Mediterranean,2009,18.0,MDG_0000000020,Tuberculosis Incidence
BRB,Americas,2022,1.8,MDG_0000000020,Tuberculosis Incidence
GBR,Europe,2001,11.0,MDG_0000000020,Tuberculosis Incidence
URY,Americas,2002,26.0,MDG_0000000020,Tuberculosis Incidence
MOZ,Africa,2016,361.0,MDG_0000000020,Tuberculosis Incidence
CMR,Africa,2003,206.0,MDG_0000000020,Tuberculosis Incidence
TGO,Africa,2016,58.0,MDG_0000000020,Tuberculosis Incidence
LBN,Eastern Mediterranean,2002,19.0,MDG_0000000020,Tuberculosis Incidence
BGR,Europe,2013,41.0,MDG_0000000020,Tuberculosis Incidence
GNB,Africa,2014,218.0,MDG_0000000020,Tuberculosis Incidence
COK,Western Pacific,2024,7.3,MDG_0000000020,Tuberculosis Incidence
MRT,Africa,2021,79.0,MDG_0000000020,Tuberculosis Incidence
BWA,Africa,2002,901.0,MDG_0000000020,Tuberculosis Incidence
TLS,South-East Asia,2003,1070.0,MDG_0000000020,Tuberculosis Incidence
TUR,Europe,2004,44.0,MDG_0000000020,Tuberculosis Incidence
MRT,Africa,2006,186.0,MDG_0000000020,Tuberculosis Incidence
GRC,Europe,2007,7.7,MDG_0000000020,Tuberculosis Incidence
SGP,Western Pacific,2023,41.0,MDG_0000000020,Tuberculosis Incidence
ECU,Americas,2007,60.0,MDG_0000000020,Tuberculosis Incidence
RWA,Africa,2018,64.0,MDG_0000000020,Tuberculosis Incidence
CAF,Africa,2007,591.0,MDG_0000000020,Tuberculosis Incidence
KEN,Africa,2006,646.0,MDG_0000000020,Tuberculosis Incidence
AUS,Western Pacific,2006,6.9,MDG_0000000020,Tuberculosis Incidence
HTI,Americas,2014,336.0,MDG_0000000020,Tuberculosis Incidence
POL,Europe,2018,17.0,MDG_0000000020,Tuberculosis Incidence
CHN,Western Pacific,2003,97.0,MDG_0000000020,Tuberculosis Incidence
BFA,Africa,2017,66.0,MDG_0000000020,Tuberculosis Incidence
ARM,Europe,2000,115.0,MDG_0000000020,Tuberculosis Incidence
THA,South-East Asia,2013,170.0,MDG_0000000020,Tuberculosis Incidence
COD,Africa,2011,490.0,MDG_0000000020,Tuberculosis Incidence
FJI,Western Pacific,2020,81.0,MDG_0000000020,Tuberculosis Incidence
PRI,Americas,2011,2.0,MDG_0000000020,Tuberculosis Incidence
ZMB,Africa,2018,346.0,MDG_0000000020,Tuberculosis Incidence
JPN,Western Pacific,2017,16.0,MDG_0000000020,Tuberculosis Incidence
BIH,Europe,2018,28.0,MDG_0000000020,Tuberculosis Incidence
COG,Africa,2011,415.0,MDG_0000000020,Tuberculosis Incidence
BHR,Eastern Mediterranean,2022,16.0,MDG_0000000020,Tuberculosis Incidence
BTN,South-East Asia,2005,508.0,MDG_0000000020,Tuberculosis Incidence
MLI,Africa,2017,60.0,MDG_0000000020,Tuberculosis Incidence
SYC,Africa,2012,20.0,MDG_0000000020,Tuberculosis Incidence
CAN,Americas,2008,5.9,MDG_0000000020,Tuberculosis Incidence
SUR,Americas,2003,44.0,MDG_0000000020,Tuberculosis Incidence
VNM,Western Pacific,2000,296.0,MDG_0000000020,Tuberculosis Incidence
HND,Americas,2000,280.0,MDG_0000000020,Tuberculosis Incidence
CAN,Americas,2009,5.7,MDG_0000000020,Tuberculosis Incidence
BFA,Africa,2008,79.0,MDG_0000000020,Tuberculosis Incidence
EGY,Eastern Mediterranean,2015,13.0,MDG_0000000020,Tuberculosis Incidence
BHS,Americas,2011,15.0,MDG_0000000020,Tuberculosis Incidence
GMB,Africa,2015,173.0,MDG_0000000020,Tuberculosis Incidence
GIN,Africa,2002,144.0,MDG_0000000020,Tuberculosis Incidence
AUS,Western Pacific,2009,7.2,MDG_0000000020,Tuberculosis Incidence
SMR,Europe,2024,0.0,MDG_0000000020,Tuberculosis Incidence
LAO,Western Pacific,2001,317.0,MDG_0000000020,Tuberculosis Incidence
LCA,Americas,2022,1.1,MDG_0000000020,Tuberculosis Incidence
LTU,Europe,2016,70.0,MDG_0000000020,Tuberculosis Incidence
QAT,Eastern Mediterranean,2024,37.0,MDG_0000000020,Tuberculosis Incidence
CMR,Africa,2011,259.0,MDG_0000000020,Tuberculosis Incidence
SAU,Eastern Mediterranean,2022,8.8,MDG_0000000020,Tuberculosis Incidence
PNG,Western Pacific,2020,616.0,MDG_0000000020,Tuberculosis Incidence
ERI,Africa,2019,127.0,MDG_0000000020,Tuberculosis Incidence
COL,Americas,2018,34.0,MDG_0000000020,Tuberculosis Incidence
VNM,Western Pacific,2018,182.0,MDG_0000000020,Tuberculosis Incidence
GRD,Americas,2015,4.4,MDG_0000000020,Tuberculosis Incidence
PRI,Americas,2015,2.0,MDG_0000000020,Tuberculosis Incidence
NGA,Africa,2009,219.0,MDG_0000000020,Tuberculosis Incidence
TZA,Africa,2001,506.0,MDG_0000000020,Tuberculosis Incidence
JPN,Western Pacific,2011,22.0,MDG_0000000020,Tuberculosis Incidence
VEN,Americas,2015,31.0,MDG_0000000020,Tuberculosis Incidence
KEN,Africa,2004,634.0,MDG_0000000020,Tuberculosis Incidence
CPV,Africa,2014,81.0,MDG_0000000020,Tuberculosis Incidence
GIN,Africa,2006,177.0,MDG_0000000020,Tuberculosis Incidence
BOL,Americas,2007,257.0,MDG_0000000020,Tuberculosis Incidence
GBR,Europe,2006,15.0,MDG_0000000020,Tuberculosis Incidence
BEL,Europe,2012,9.7,MDG_0000000020,Tuberculosis Incidence
MOZ,Africa,2006,345.0,MDG_0000000020,Tuberculosis Incidence
DJI,Eastern Mediterranean,2012,1020.0,MDG_0000000020,Tuberculosis Incidence
SLB,Western Pacific,2014,137.0,MDG_0000000020,Tuberculosis Incidence
PHL,Western Pacific,2004,549.0,MDG_0000000020,Tuberculosis Incidence
GHA,Africa,2013,168.0,MDG_0000000020,Tuberculosis Incidence
KWT,Eastern Mediterranean,2016,27.0,MDG_0000000020,Tuberculosis Incidence
YEM,Eastern Mediterranean,2024,40.0,MDG_0000000020,Tuberculosis Incidence
DEU,Europe,2016,7.6,MDG_0000000020,Tuberculosis Incidence
MKD,Europe,2003,63.0,MDG_0000000020,Tuberculosis Incidence
GTM,Americas,2024,28.0,MDG_0000000020,Tuberculosis Incidence
BHS,Americas,2004,25.0,MDG_0000000020,Tuberculosis Incidence
MDV,South-East Asia,2006,78.0,MDG_0000000020,Tuberculosis Incidence
HRV,Europe,2007,30.0,MDG_0000000020,Tuberculosis Incidence
MAR,Eastern Mediterranean,2024,98.0,MDG_0000000020,Tuberculosis Incidence
BGD,South-East Asia,2003,221.0,MDG_0000000020,Tuberculosis Incidence
BWA,Africa,2018,339.0,MDG_0000000020,Tuberculosis Incidence
PNG,Western Pacific,2012,563.0,MDG_0000000020,Tuberculosis Incidence
DZA,Africa,2013,77.0,MDG_0000000020,Tuberculosis Incidence
CYP,Europe,2013,4.7,MDG_0000000020,Tuberculosis Incidence
NAM,Africa,2021,441.0,MDG_0000000020,Tuberculosis Incidence
BHR,Eastern Mediterranean,2024,12.0,MDG_0000000020,Tuberculosis Incidence
ECU,Americas,2023,59.0,MDG_0000000020,Tuberculosis Incidence
NER,Africa,2007,129.0,MDG_0000000020,Tuberculosis Incidence
PRI,Americas,2007,4.2,MDG_0000000020,Tuberculosis Incidence
SYC,Africa,2014,12.0,MDG_0000000020,Tuberculosis Incidence
SEN,Africa,2001,177.0,MDG_0000000020,Tuberculosis Incidence
TKM,Europe,2013,76.0,MDG_0000000020,Tuberculosis Incidence
GRD,Americas,2011,1.8,MDG_0000000020,Tuberculosis Incidence
FJI,Western Pacific,2000,49.0,MDG_0000000020,Tuberculosis Incidence
PAK,Eastern Mediterranean,2019,263.0,MDG_0000000020,Tuberculosis Incidence
SAU,Eastern Mediterranean,2010,20.0,MDG_0000000020,Tuberculosis Incidence
SLV,Americas,2000,58.0,MDG_0000000020,Tuberculosis Incidence
BRA,Americas,2015,41.0,MDG_0000000020,Tuberculosis Incidence
GAB,Africa,2012,483.0,MDG_0000000020,Tuberculosis Incidence
ITA,Europe,2010,9.5,MDG_0000000020,Tuberculosis Incidence
BRN,Western Pacific,2001,146.0,MDG_0000000020,Tuberculosis Incidence
MCO,Europe,2006,0.82,MDG_0000000020,Tuberculosis Incidence
CUB,Americas,2020,6.2,MDG_0000000020,Tuberculosis Incidence
IRN,Eastern Mediterranean,2021,12.0,MDG_0000000020,Tuberculosis Incidence
SMR,Europe,2022,0.0,MDG_0000000020,Tuberculosis Incidence
LBN,Eastern Mediterranean,2015,15.0,MDG_0000000020,Tuberculosis Incidence
SAU,Eastern Mediterranean,2015,12.0,MDG_0000000020,Tuberculosis Incidence
BLZ,Americas,2018,39.0,MDG_0000000020,Tuberculosis Incidence
KGZ,Europe,2015,178.0,MDG_0000000020,Tuberculosis Incidence
BOL,Americas,2017,104.0,MDG_0000000020,Tuberculosis Incidence
MAR,Eastern Mediterranean,2018,97.0,MDG_0000000020,Tuberculosis Incidence
GHA,Africa,2009,187.0,MDG_0000000020,Tuberculosis Incidence
TCD,Africa,2003,126.0,MDG_0000000020,Tuberculosis Incidence
SAU,Eastern Mediterranean,2018,11.0,MDG_0000000020,Tuberculosis Incidence
FRA,Europe,2013,8.8,MDG_0000000020,Tuberculosis Incidence
TLS,South-East Asia,2014,483.0,MDG_0000000020,Tuberculosis Incidence
PNG,Western Pacific,2007,584.0,MDG_0000000020,Tuberculosis Incidence
BDI,Africa,2022,89.0,MDG_0000000020,Tuberculosis Incidence
TLS,South-East Asia,2004,1010.0,MDG_0000000020,Tuberculosis Incidence
QAT,Eastern Mediterranean,2020,41.0,MDG_0000000020,Tuberculosis Incidence
OMN,Eastern Mediterranean,2001,22.0,MDG_0000000020,Tuberculosis Incidence
ESP,Europe,2008,22.0,MDG_0000000020,Tuberculosis Incidence
ZAF,Africa,2024,389.0,MDG_0000000020,Tuberculosis Incidence
NRU,Western Pacific,2009,40.0,MDG_0000000020,Tuberculosis Incidence
ARM,Europe,2022,24.0,MDG_0000000020,Tuberculosis Incidence
VEN,Americas,2022,48.0,MDG_0000000020,Tuberculosis Incidence
ARM,Europe,2008,108.0,MDG_0000000020,Tuberculosis Incidence
BTN,South-East Asia,2010,474.0,MDG_0000000020,Tuberculosis Incidence
GNQ,Africa,2015,239.0,MDG_0000000020,Tuberculosis Incidence
LTU,Europe,2015,73.0,MDG_0000000020,Tuberculosis Incidence
KGZ,Europe,2004,273.0,MDG_0000000020,Tuberculosis Incidence
NIC,Americas,2008,76.0,MDG_0000000020,Tuberculosis Incidence
CHE,Europe,2024,5.4,MDG_0000000020,Tuberculosis Incidence
ZWE,Africa,2011,384.0,MDG_0000000020,Tuberculosis Incidence
ATG,Americas,2008,1.2,MDG_0000000020,Tuberculosis Incidence
CPV,Africa,2011,121.0,MDG_0000000020,Tuberculosis Incidence
LBY,Eastern Mediterranean,2014,33.0,MDG_0000000020,Tuberculosis Incidence
TLS,South-East Asia,2016,403.0,MDG_0000000020,Tuberculosis Incidence
NPL,South-East Asia,2019,238.0,MDG_0000000020,Tuberculosis Incidence
MDA,Europe,2009,122.0,MDG_0000000020,Tuberculosis Incidence
LBR,Africa,2018,257.0,MDG_0000000020,Tuberculosis Incidence
SLV,Americas,2011,43.0,MDG_0000000020,Tuberculosis Incidence
SSD,Africa,2012,407.0,MDG_0000000020,Tuberculosis Incidence
ERI,Africa,2005,483.0,MDG_0000000020,Tuberculosis Incidence
DJI,Eastern Mediterranean,2021,392.0,MDG_0000000020,Tuberculosis Incidence
GUY,Americas,2021,66.0,MDG_0000000020,Tuberculosis Incidence
CAF,Africa,2010,556.0,MDG_0000000020,Tuberculosis Incidence
CYP,Europe,2020,3.2,MDG_0000000020,Tuberculosis Incidence
NAM,Africa,2017,565.0,MDG_0000000020,Tuberculosis Incidence
LBY,Eastern Mediterranean,2019,40.0,MDG_0000000020,Tuberculosis Incidence
OMN,Eastern Mediterranean,2010,17.0,MDG_0000000020,Tuberculosis Incidence
GBR,Europe,2019,8.1,MDG_0000000020,Tuberculosis Incidence
PAK,Eastern Mediterranean,2020,260.0,MDG_0000000020,Tuberculosis Incidence
PAN,Americas,2017,61.0,MDG_0000000020,Tuberculosis Incidence
BRN,Western Pacific,2023,72.0,MDG_0000000020,Tuberculosis Incidence
BIH,Europe,2023,20.0,MDG_0000000020,Tuberculosis Incidence
DOM,Americas,2012,61.0,MDG_0000000020,Tuberculosis Incidence
DMA,Americas,2004,8.7,MDG_0000000020,Tuberculosis Incidence
ISL,Europe,2024,3.0,MDG_0000000020,Tuberculosis Incidence
PRI,Americas,2004,5.7,MDG_0000000020,Tuberculosis Incidence
GTM,Americas,2017,23.0,MDG_0000000020,Tuberculosis Incidence
DOM,Americas,2018,49.0,MDG_0000000020,Tuberculosis Incidence
YEM,Eastern Mediterranean,2023,38.0,MDG_0000000020,Tuberculosis Incidence
LCA,Americas,2015,8.0,MDG_0000000020,Tuberculosis Incidence
MNG,Western Pacific,2014,428.0,MDG_0000000020,Tuberculosis Incidence
MDG,Africa,2024,224.0,MDG_0000000020,Tuberculosis Incidence
KAZ,Europe,2002,178.0,MDG_0000000020,Tuberculosis Incidence
SWE,Europe,2024,3.3,MDG_0000000020,Tuberculosis Incidence
EST,Europe,2021,10.0,MDG_0000000020,Tuberculosis Incidence
LCA,Americas,2021,2.2,MDG_0000000020,Tuberculosis Incidence
MUS,Africa,2004,24.0,MDG_0000000020,Tuberculosis Incidence
NER,Africa,2019,82.0,MDG_0000000020,Tuberculosis Incidence
HUN,Europe,2005,26.0,MDG_0000000020,Tuberculosis Incidence
SYR,Eastern Mediterranean,2008,34.0,MDG_0000000020,Tuberculosis Incidence
NIU,Western Pacific,2004,0.0,MDG_0000000020,Tuberculosis Incidence
CIV,Africa,2006,217.0,MDG_0000000020,Tuberculosis Incidence
FJI,Western Pacific,2010,42.0,MDG_0000000020,Tuberculosis Incidence
SRB,Europe,2007,63.0,MDG_0000000020,Tuberculosis Incidence
BEL,Europe,2020,7.8,MDG_0000000020,Tuberculosis Incidence
IRQ,Eastern Mediterranean,2010,47.0,MDG_0000000020,Tuberculosis Incidence
BTN,South-East Asia,2012,363.0,MDG_0000000020,Tuberculosis Incidence
TON,Western Pacific,2009,7.5,MDG_0000000020,Tuberculosis Incidence
ZMB,Africa,2012,456.0,MDG_0000000020,Tuberculosis Incidence
GNQ,Africa,2001,316.0,MDG_0000000020,Tuberculosis Incidence
CYP,Europe,2018,5.0,MDG_0000000020,Tuberculosis Incidence
LBY,Eastern Mediterranean,2024,63.0,MDG_0000000020,Tuberculosis Incidence
BEL,Europe,2015,9.5,MDG_0000000020,Tuberculosis Incidence
TJK,Europe,2023,76.0,MDG_0000000020,Tuberculosis Incidence
URY,Americas,2021,34.0,MDG_0000000020,Tuberculosis Incidence
MHL,Western Pacific,2013,532.0,MDG_0000000020,Tuberculosis Incidence
NER,Africa,2008,130.0,MDG_0000000020,Tuberculosis Incidence
PER,Americas,2000,367.0,MDG_0000000020,Tuberculosis Incidence
BGR,Europe,2007,64.0,MDG_0000000020,Tuberculosis Incidence
MOZ,Africa,2014,361.0,MDG_0000000020,Tuberculosis Incidence
STP,Africa,2023,73.0,MDG_0000000020,Tuberculosis Incidence
NOR,Europe,2013,8.3,MDG_0000000020,Tuberculosis Incidence
POL,Europe,2024,11.0,MDG_0000000020,Tuberculosis Incidence
ETH,Africa,2019,163.0,MDG_0000000020,Tuberculosis Incidence
TZA,Africa,2017,269.0,MDG_0000000020,Tuberculosis Incidence
SLB,Western Pacific,2007,266.0,MDG_0000000020,Tuberculosis Incidence
DJI,Eastern Mediterranean,2015,691.0,MDG_0000000020,Tuberculosis Incidence
ECU,Americas,2003,105.0,MDG_0000000020,Tuberculosis Incidence
DNK,Europe,2002,10.0,MDG_0000000020,Tuberculosis Incidence
IDN,Western Pacific,2013,332.0,MDG_0000000020,Tuberculosis Incidence
MWI,Africa,2024,113.0,MDG_0000000020,Tuberculosis Incidence
CAN,Americas,2020,5.1,MDG_0000000020,Tuberculosis Incidence
ZMB,Africa,2007,554.0,MDG_0000000020,Tuberculosis Incidence
SVN,Europe,2023,4.7,MDG_0000000020,Tuberculosis Incidence
MHL,Western Pacific,2008,508.0,MDG_0000000020,Tuberculosis Incidence
MOZ,Africa,2020,361.0,MDG_0000000020,Tuberculosis Incidence
IRL,Europe,2003,14.0,MDG_0000000020,Tuberculosis Incidence
COK,Western Pacific,2013,11.0,MDG_0000000020,Tuberculosis Incidence
BHS,Americas,2007,19.0,MDG_0000000020,Tuberculosis Incidence
ISR,Europe,2010,5.9,MDG_0000000020,Tuberculosis Incidence
MOZ,Africa,2021,361.0,MDG_0000000020,Tuberculosis Incidence
NIU,Western Pacific,2009,0.0,MDG_0000000020,Tuberculosis Incidence
BOL,Americas,2002,362.0,MDG_0000000020,Tuberculosis Incidence
GRC,Europe,2019,5.1,MDG_0000000020,Tuberculosis Incidence
PAK,Eastern Mediterranean,2004,276.0,MDG_0000000020,Tuberculosis Incidence
COG,Africa,2003,515.0,MDG_0000000020,Tuberculosis Incidence
LBY,Eastern Mediterranean,2007,60.0,MDG_0000000020,Tuberculosis Incidence
SLE,Africa,2010,494.0,MDG_0000000020,Tuberculosis Incidence
SDN,Eastern Mediterranean,2013,100.0,MDG_0000000020,Tuberculosis Incidence
CUB,Americas,2003,13.0,MDG_0000000020,Tuberculosis Incidence
KIR,Western Pacific,2001,908.0,MDG_0000000020,Tuberculosis Incidence
MLI,Africa,2004,79.0,MDG_0000000020,Tuberculosis Incidence
PER,Americas,2015,131.0,MDG_0000000020,Tuberculosis Incidence
NLD,Europe,2016,5.9,MDG_0000000020,Tuberculosis Incidence
CHL,Americas,2002,24.0,MDG_0000000020,Tuberculosis Incidence
WSM,Western Pacific,2010,7.3,MDG_0000000020,Tuberculosis Incidence
SWE,Europe,2019,5.4,MDG_0000000020,Tuberculosis Incidence
MLI,Africa,2023,52.0,MDG_0000000020,Tuberculosis Incidence
CPV,Africa,2020,57.0,MDG_0000000020,Tuberculosis Incidence
LBN,Eastern Mediterranean,2022,12.0,MDG_0000000020,Tuberculosis Incidence
IRN,Eastern Mediterranean,2001,42.0,MDG_0000000020,Tuberculosis Incidence
NOR,Europe,2014,6.9,MDG_0000000020,Tuberculosis Incidence
URY,Americas,2010,28.0,MDG_0000000020,Tuberculosis Incidence
VEN,Americas,2018,50.0,MDG_0000000020,Tuberculosis Incidence
PSE,Eastern Mediterranean,2020,0.74,MDG_0000000020,Tuberculosis Incidence
MHL,Western Pacific,2015,498.0,MDG_0000000020,Tuberculosis Incidence
BHR,Eastern Mediterranean,2010,32.0,MDG_0000000020,Tuberculosis Incidence
FSM,Western Pacific,2004,332.0,MDG_0000000020,Tuberculosis Incidence
DJI,Eastern Mediterranean,2006,1350.0,MDG_0000000020,Tuberculosis Incidence
ROU,Europe,2004,194.0,MDG_0000000020,Tuberculosis Incidence
HUN,Europe,2015,11.0,MDG_0000000020,Tuberculosis Incidence
MAR,Eastern Mediterranean,2007,92.0,MDG_0000000020,Tuberculosis Incidence
COK,Western Pacific,2018,0.0,MDG_0000000020,Tuberculosis Incidence
MYS,Western Pacific,2010,100.0,MDG_0000000020,Tuberculosis Incidence
ARG,Americas,2007,35.0,MDG_0000000020,Tuberculosis Incidence
MMR,South-East Asia,2009,525.0,MDG_0000000020,Tuberculosis Incidence
COK,Western Pacific,2009,12.0,MDG_0000000020,Tuberculosis Incidence
SVK,Europe,2021,3.0,MDG_0000000020,Tuberculosis Incidence
SUR,Americas,2002,44.0,MDG_0000000020,Tuberculosis Incidence
CRI,Americas,2012,14.0,MDG_0000000020,Tuberculosis Incidence
ERI,Africa,2004,617.0,MDG_0000000020,Tuberculosis Incidence
IRN,Eastern Mediterranean,2022,12.0,MDG_0000000020,Tuberculosis Incidence
MNG,Western Pacific,2016,428.0,MDG_0000000020,Tuberculosis Incidence
VCT,Americas,2018,5.7,MDG_0000000020,Tuberculosis Incidence
SWZ,Africa,2017,502.0,MDG_0000000020,Tuberculosis Incidence
MLT,Europe,2013,12.0,MDG_0000000020,Tuberculosis Incidence
KOR,Western Pacific,2016,76.0,MDG_0000000020,Tuberculosis Incidence
NIC,Americas,2011,74.0,MDG_0000000020,Tuberculosis Incidence
FSM,Western Pacific,2023,397.0,MDG_0000000020,Tuberculosis Incidence
SLE,Africa,2013,465.0,MDG_0000000020,Tuberculosis Incidence
ZAF,Africa,2010,1230.0,MDG_0000000020,Tuberculosis Incidence
HND,Americas,2011,66.0,MDG_0000000020,Tuberculosis Incidence
AND,Europe,2011,3.9,MDG_0000000020,Tuberculosis Incidence
NOR,Europe,2018,4.1,MDG_0000000020,Tuberculosis Incidence
MUS,Africa,2013,17.0,MDG_0000000020,Tuberculosis Incidence
COM,Africa,2018,39.0,MDG_0000000020,Tuberculosis Incidence
TZA,Africa,2013,336.0,MDG_0000000020,Tuberculosis Incidence
CAN,Americas,2023,6.2,MDG_0000000020,Tuberculosis Incidence
ARE,Eastern Mediterranean,2023,0.76,MDG_0000000020,Tuberculosis Incidence
MDA,Europe,2023,70.0,MDG_0000000020,Tuberculosis Incidence
ESP,Europe,2016,12.0,MDG_0000000020,Tuberculosis Incidence
COD,Africa,2015,452.0,MDG_0000000020,Tuberculosis Incidence
LBR,Africa,2023,215.0,MDG_0000000020,Tuberculosis Incidence
PAN,Americas,2015,58.0,MDG_0000000020,Tuberculosis Incidence
